Input Sample	B cells memory	B cells naive	Dendritic cells activated	Dendritic cells resting	Eosinophils	Macrophages M0	Macrophages M1	Macrophages M2	Mast cells activated	Mast cells resting	Monocytes	NK cells activated	NK cells resting	Neutrophils	Plasma cells	T cells CD4 memory activated	T cells CD4 memory resting	T cells CD4 naive	T cells CD8	T cells follicular helper	T cells gamma delta	T cells regulatory (Tregs)	P-value	Pearson Correlation	RMSE
13003660-TT-R	0	0.03225448418159397	0.1017118416722526	0.008617889116827688	0.458351091029875	0	0	0.03560358833730215	0	0.016810809452035648	0.18991299574294568	0	0.007105409914257767	0	0	0.0001	0	0	0.0999805720250366	0.04148264595740086	0	0.008052347577985175	0.42	0.22718477185837674	0.9815566287703866
13003724-TT-R	0	0.05553494643179986	0.15602983318800995	0	0.07175495676820594	0	0	0.2334105118024832	0	0.09578960634076264	0.00627773429198512	0	0	0	0.10154877246908879	0	0	0	0.23829618633331462	0	0	0.041357452374349915	0.42	0.226873019827415	0.985041810616807
13003758-TT-R	0	0.054339671235007124	0.07240430736794184	0.01467691290433998	0.3949467478741267	0	0	0.004884759289326522	0	0.019448892844831166	0.231016140529156	0.014339589081511395	0.006227057879739703	0	0.0004	0	0	0	0.15778914783756667	0.021820832933600896	0	0.007747568526892485	0.63	0.07273248153969693	1.0497492843268423
13003772-TT-R	0	0.06726705088900822	0.08017307317671295	0.009839717463340678	0.4288022939057195	0	0	0.03058295752982807	0.0022643366729691353	0	0.21547789190908412	0	0.014756314174935318	0	0	0.0028135147504545184	0	0	0.09553870950031415	0.05248414002763335	0	0	0.45	0.17477751728312488	1.0028760441695563
13003773-TT-R	0	0.08321230278199547	0.07232572667332939	0.018938714796388482	0.49493924976263154	0	0	0.02205316570860214	0.0028467830814578707	0	0.1774878663604562	0	0	0	0.009310657316307345	0.001172657855635209	0	0	0.08895196820914436	0.005702275676666293	0	0.02305863177738565	0.33	0.27082427934313424	0.9651263699070262
13003923-TT-R	0	0.07217373013718843	0.09304022488796894	0	0.3944811712097911	0	0	0.001954437383622754	0.01283573038008416	0.023237561593226465	0.15409917445427374	0.04534655852948827	0	0	0.025898567823650017	0	0.040679764436066294	0	0.1042728257403777	0	0	0.031980253424262195	0.17	0.4121196899879871	0.9029574935710457
13003954-TT-R	0	0.04432051333277182	0.07949538496285057	0.012561251965968603	0.47630645768460866	0	0	0.04286746891926919	0	0	0.20057519465257573	0	0.004194220596081665	0	0	0	0.02630088043067759	0	0.09648580262638334	0	0	0.0168928248288129	0.52	0.1415626248089403	1.017332265499752
13004000-TT-R	0	0.05548782127606318	0.0872902228703597	0.009480659014936638	0.3634745392623429	0	0	0.04234145234643071	0	0.06430897773163824	0.20892522408110883	0	0.03073942518965856	0	0	0	0	0	0.10457689253082462	0.021049065714864264	0	0.012325719981772301	0.58	0.10214725166595041	1.0263434650011656
13004134-TT-R	0	0.061439744656858024	0.07833093440150668	0.011298822351504163	0.4308932658674857	0	0	0.02577457778058942	0.004169651479299173	0.004777843399556665	0.20288265866195673	0.02518029314304226	0	0	0	0	0	0	0.12388111135266279	0.016165180887555124	0	0.015205916017983271	0.43	0.197916502660763	0.9939812977977085
13004198-TT-R	0	0.08503411968006334	0.07486347564181178	0.0013906146327820861	0.4218480852999904	0	0	0.026437622077389554	0	0.022392232075153822	0.20298499444321413	0.003335906151687698	0	0	0	0	0	0	0.1123039266250924	0.036270136152226594	0	0.013138887220588133	0.23	0.3341036266088118	0.9387161730089112
13004272-TT-R	0	0.08502961566791659	0.060014665984463075	0.01446046759027425	0.26490958894811784	0	0	0.12719788940605162	0.06757167144658012	0.05864938856763306	0.11213106305382653	0.0011878089972305905	0.016968911933553408	0	0.00577576131152301	0.014195521370160415	0	0	0.12388215245328216	0.03627776773938961	0	0.011747725529997713	0.52	0.14598134339402566	1.0029836893057107
13004283-TT-R	0	0.05610378014654208	0.12721708809220733	0.0017298484725914258	0.3916780366921617	0	0	0.0006	0.02321909484116975	0	0.20388340624658655	0.03629199551580857	0	0	0	0	0.05320811065840884	0	0.0706407443350682	0.023780649302703665	0	0.011685111973353764	0.35	0.2570869378704006	0.9704384020457236
13004346-TT-R	0	0.065886991290454	0.09730998349560337	0.020121983217950407	0.30123914532761564	0	0	0.09433235089762956	0.02008995292438297	0.06692622996431698	0.12547296333023292	0.013062973319399169	0	0	0	0	0	0	0.1217624256549517	0.06309425346749649	0	0.010700747109966817	0.51	0.14863863846541603	1.0042034488062848
13004366-TT-R	0	0.041411854926333376	0.07808022765513067	0.013054178885843364	0.36054395346688595	0	0	0.0577033433147022	0	0.04046221816651924	0.21871191927617545	0.010748097867383007	0.004263618807174664	0	0	0	0	0	0.12605744646650524	0.04178986914042087	0	0.007173272026926056	0.58	0.10325292406068654	1.027234038091849
13004461-TT-R	0	0.03288595090440948	0.04607028622734034	0.008472273350684817	0.2639630756660328	0	0	0.07694723386941375	0	0.25674685672168845	0.19286486652859217	0.015651113073319612	0	0	0	0	0	0	0.058610383512211615	0.047787960146306985	0	0	0.66	0.06640838237272036	1.0239154922539233
13004578-TT-R	0	0.11953151102297654	0.048726135286169515	0.015180064056476443	0.23105829320081478	0	0	0.08288154947594223	0	0.13661905111511374	0.0907755754328178	0.06412110266893024	0	0	0	0	0.0020202955969733792	0	0.13853578403671363	0	0	0.07055063810707163	0.61	0.08452936643872212	1.030439404572505
13004717-TT-R	0	0.05513975939437883	0.1632372878919773	0.005830235922277453	0.34462803254975705	0	0	0.008932061328591185	0.025465962999127532	0.012653362313390471	0.14032762064648213	0.033105742399550345	0	0	0.006808706057447107	0	0	0	0.13729144353491682	0.017250621371649816	0	0.04932916359045403	0.16	0.4265742431796324	0.8967470722034646
13004746-TT-R	0	0.08459063770036977	0.05452683906760353	0.017246976619413063	0.20289532205737684	0	0	0.113685147512142	0.05509172369302414	0.14199379752068003	0.1235705072480444	0.012424654986484299	0	0	0.010217597430709912	0	0.01769279452092193	0	0.11318186399240265	0.001203007049931923	0	0.05167913060089562	0.42	0.20615784136252402	0.9808295470786976
13004868-TT-R	0	0.03669256189059123	0.08617548777573432	0	0.1418566546565656	0	0	0.1298359915127556	0	0.24421478180254985	0.10288763538643796	0.06793898913179335	0	0	0.04077052151846589	0	0.03065273597296669	0	0.07200339390221194	0	0	0.04697124644992759	0.68	0.05361052555812272	1.0233970272009254
13005070-TT-R	0	0.013184275926313082	0.07620955746144362	0	0.15832558059856994	0	0	0.18838951799330506	0.06935462287008005	0.22144809564047557	0.13369935242396236	0.023285885241452205	0	0	0.001381078980018201	0	0.018919941919156177	0	0.06666139744817026	0	0	0.029140693497053446	0.4	0.23741991675819732	0.9753552021994147
13005327-TT-R	0	0.0776539104936845	0.06835691406095881	0.012103424507479385	0.4207061085164263	0	0	0.016534280105774755	0	0	0.20773372195728917	0	0.039708870231529705	0	0	0.004540846997758914	0	0	0.11518458640316068	0.01721130126050691	0	0.020266035465430904	0.59	0.09429091548345771	1.0385478974978062
13005375-TT-R	0	0.05893985630442094	0.14824290660084866	0.0003	0.37765580606826377	0	0	0.01737685255697074	0	0.10712795984575715	0.14575378023692234	0.012037746775751342	0	0	0	0	0	0	0.0541250511862554	0.07847460894874948	0	0	0.24	0.322712047514755	0.9441348977807132
13005389-TT-R	0	0.10285580018140345	0.06674572227925003	0.006186263952908014	0.30246896824248426	0	0	0.04025796357811538	0.0007	0.058867000381456445	0.1810697292907959	0.012575984574771878	0.020779823095435242	0	0.02725014985882463	0	0	0	0.12130361524664121	0.058916607636150364	0	0	0.67	0.05725032699223254	1.0453205931560448
13005420-TT-R	0	0.08706292525995521	0.06835123639538074	0.017367402935926746	0.4836128514882258	0	0	0	0	0.002939043934674193	0.21890697539655118	0.0019849566466679587	0.005370237583225104	0	0	0	0.008527851630132038	0	0.08078529840783773	0.024773861347953747	0	0.0003	0.33	0.27182579694767256	0.9667804076661213
13005614-TT-R	0	0.09558931035565313	0.01892969675750446	0.009930548456214308	0.328193950813755	0.05725805761945686	0	0.04456559772217832	0.013581752425218908	0.03129760661550697	0.24281435026051357	0.0006	0.0020940758430866534	0	0	0	0	0	0.1152955059785452	0.025978217395954652	0	0.013898677533995433	0.35	0.2560204785423561	0.9703622063654842
13005639-TT-R	0	0.06564200618195565	0.0768416664990115	0.016990699736930043	0.410255800349907	0	0	0.04847673705307548	0	0.01631955644565958	0.16643952418558455	0.020434669754596544	0	0	0.0023402261867913623	0	0	0	0.13789009025154778	0.03401136645765677	0	0.004357656897283721	0.27	0.307415947970736	0.9487677912609684
13005661-TT-R	0	0.048571451259836314	0.060359608478590364	0	0.3596655676761721	0	0	0	0	0.09659656453412258	0.26451229859697173	0	0.04661551203704548	0	0.008503995985423493	0	0.0012307763047597464	0	0.08932813088197955	0.024616094245098762	0	0	0.62	0.07693773443542769	1.0380242841074174
13005819-TT-R	0	0.04992250563399447	0.10637680450059521	0.006680433742735621	0.25788968604150936	0	0	0.11049330154713022	0.03747992674115871	0.026086786260006732	0.12643660633939083	0.06568248043892592	0	0	0	0	0	0	0.17453001751724592	0	0	0.03842145123730708	0.28	0.3068374450232727	0.9481500414104784
13005825-TT-R	0	0.09650243234946414	0.057264044754304876	0.010816423148978967	0.2980855757067109	0	0	0.0704610771179826	0	0.11340503988565995	0.1424349090235137	0.018517375431869064	0	0	0.020392176679769825	0	0	0	0.14709598051833403	0	0	0.025024965383411864	0.44	0.1792924349918513	0.995079822780116
13005875-TT-R	0	0.06101719472507359	0.024408243049147186	0.004231223670450967	0.20312901574921233	0	0	0.09273340807757349	0.1306965321746624	0.045413644657745604	0.15607065514740273	0	0.07153159831237571	0	0.004730169107510062	0.011680753663774926	0	0	0.1788122869416874	0	0	0.01554527472338359	0.75	-0.0068	1.0764116264583525
13005930-TT-R	0	0.06610942690726618	0.08182040336193712	0.019034058914494778	0.4400332982235972	0	0	0.01589604504441509	0	0.01972018891022075	0.2100051903208427	0	0.0004	0	0	0	0.018968670015252008	0	0.09210044895411179	0.014758849184109775	0	0.021159088358512813	0.47	0.17067870903964813	1.0048821337105114
13005989-TT-R	0	0.13536258650835786	0.10673260593117251	0.015439800591899913	0.25990784664453964	0	0	0.0058794454240081746	0.011330594081021887	0	0.2808606388726632	0.011963011313664168	0	0	0	0	0	0	0.11994311236920895	0.04506799051093547	0	0.00749094637031968	0.44	0.17798587411860434	1.0081005975458763
13005996-TT-R	0	0.10510340308819198	0.038451339926988105	0.006582151543772854	0.2223381588041491	0	0	0.022658378330479217	0.11049857716687247	0.14328918432630067	0.11187768466612798	0.025118442815238038	0.0015818765333364512	0	0.009150567528166804	0.00319902021099925	0	0	0.13248222223013284	0.04141373082861113	0	0.026255262000633058	0.22	0.38281866697021905	0.917914096169837
13005999-TT-R	0	0.09235318331907898	0.10519757125448843	0.012249275201977059	0.34382581593637884	0	0	0.04326124169095905	0	0.01445327916402237	0.14168302594366966	0.013084854237207186	0.0003	0	0.05035657843972049	0	0.009855623846915221	0	0.14431532054547708	0	0	0.029081522454572448	0.35	0.2554997807491893	0.9689990781466506
13006005-TT-R	0	0.051241934765611896	0.02532412947527168	0.007855623529212074	0.34521278446195136	0.04305350134001627	0	0.03181621032820552	0.010042053989615562	0.03431384454700655	0.23424507582290166	0.033264583257169814	0	0	0.017630555138751152	0	0	0	0.13501278929703592	0.014574738925320742	0	0.01641217512192973	0.29	0.2877854546735109	0.9565003997082764
13006010-TT-R	0.02407719388500887	0	0.38798452256441135	0.026259198351769507	0.03670559787125461	0	0	0.0500370635480786	0	0.029805786489202263	0.23554085767887709	0	0.04963929040107238	0	0	0	0	0	0.05553814210856789	0.09417221999593514	0	0.010240127105822236	0.41	0.23287300496154043	0.982452772369549
13006016-TT-R	0	0.08143774774933557	0.07577092152834183	0.007718758785313806	0.3009640125295295	0	0	0.12192830642559367	0	0.06765103280313295	0.18221680451697125	0.02472904602029557	0	0	0	0	0.0022473010575714283	0	0.09408420377404013	0.01894529070702852	0	0.022306574102845738	0.29	0.3004674445978128	0.9500539230625757
13006026-TT-R	0	0.07014372013870177	0.08161793582127384	0.006777759691511318	0.4400443910773085	0	0	0.044716402736322734	0	0	0.19934249056630954	0.003482064112612631	0.0017718142506571242	0	0	0	0.002932012426699405	0	0.11570959711206492	0.003797507620325059	0	0.02966430444621314	0.31	0.2818046087107537	0.9604236460802003
13006088-TT-R	0	0.04210150230655398	0.06731800250799264	0.010777502655563766	0.3724727005009078	0	0	0.04925384536303034	0	0.028427543620930553	0.20205817313800234	0.022884634195258782	0	0	0.04840117419971478	0	0.0001	0	0.12045594625570709	0.010340289253234531	0	0.025396952531313396	0.16	0.4200481938394648	0.903216515678275
13006169-TT-R	0	0.04998172285087865	0.06487878770583726	0.007301997269470365	0.4047254298087475	0	0	0	0	0.05440956759445201	0.23103718252417826	0.003007605078999468	0.017252312220688275	0	0	0.0008	0	0	0.11280244506795353	0.04509795496147166	0	0.008708277755153293	0.43	0.1978558165790801	0.9940832386423589
13006206-TT-R	0	0.07387818322625034	0.039817617042428116	0.01790421795869465	0.267942944503676	0	0	0.07214876829683017	0	0.18777049799565654	0.18246505300533958	0	0.02550587301244485	0	0.010120241783760149	0.011402763890168786	0	0	0.09248624984812555	0.0032556329355503105	0	0.015301956501075006	0.58	0.11196743407814752	1.013059130240312
13006246-TT-R	0	0.05447857191953571	0.07363425977587731	0	0.45529731663492296	0	0	0	0	0	0.2593852717841135	0	0.016985793021181063	0	0	0.004006956115579931	0	0	0.09305652625707131	0.03701614947517945	0	0.0061391550165387915	0.42	0.2005482600309694	0.9956808117994534
