Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Pearson Correlation	RMSE
13004198-TT-R	0.09574210128002886	0	0.04190495348182012	0.0850400747773483	0	0.04910644784511247	0.10517214349989623	0.0030864288727204432	0.024384335140304397	0	0.038977785084105356	0	0	0.2149531298165362	0.0633847260964473	0.22341286435690852	0.004710135033098495	0	0.0240164692452209	0.026108405470452383	0	0	0.04	0.1757785347613413	1.013300081397298
13004272-TT-R	0.03781164629960643	0	0.022141635917791194	0.06405862605474004	0	0.12930964598598424	0	0.030841290105761584	0.03526369888561862	0	0.020609443242987923	0	0	0.18860265196147147	0.06208444065843772	0.33420603971927676	0.00810016768015331	0	0.02719066106992241	0.03132131026071472	0	0.00845874215753359	0.08	0.09336937109359866	1.0556859728824393
13004283-TT-R	0.005320665101629403	0.05838398991415559	0.03422191090455341	0.11773127421986712	0	0.12065438079856815	0.004574143202106299	0.02313805543285384	0.04075721453005974	0	0	0	0.021362350296734885	0.002573636083895099	0.04545163271947119	0.3139301021755928	0	0	0	0.09252796401519416	0.11738720884796597	0.0019854717573523474	0.06	0.15142790317981167	1.0191452401651275
13004346-TT-R	0.09141434475221129	0	0.044700903781647414	0.09112626874676803	0	0.14201425166357795	0	0.03003746802742033	0.06063207881678942	0	0.0014191019003334756	0.01902821613297253	0.0072354478129455025	0.025626607505375813	0.10199035002545526	0.215341884778065	0.04543520909955983	0	0.11344265031127311	0.0038404855670731985	0.0012251498551052974	0.0054895812234265476	0.03	0.19141319262958423	1.0018769030134158
13004366-TT-R	0	0.0018924556155134119	0.07164033132422631	0.08910260278016853	0	0.24163325393764407	0	0.03015708215055676	0.04780959454001813	0	0.037796263290813495	0.02665672112437237	0	0.1745820669046859	0.0778362841556885	0.11573818754909956	0.010555458632550176	0	0	0.021105312997416567	0.016187467007824186	0.03730691798942203	0.07	0.1139734759231465	1.044515652546481
13004461-TT-R	0.019076013296949534	0	0.041189051865767184	0.061317087226318366	0	0.11150012355885663	0	0	0.012961294035580422	0	0.006155539519601388	0.007692600647689119	0	0.19389782632288355	0.020359791510875958	0.42570202488204256	0.03426224296838495	0	0	0.049988569425181116	0	0.01589783473986924	0.06	0.15222006300533364	1.0426562242028512
13004578-TT-R	0.031055442730530992	0	0.039198021337858824	0.045389977606229724	0	0.14623458304722503	0	0.02127626709763596	0.057103665686252775	0	0.02150639628449233	0.0031037344656219654	0	0.3157830874585647	0.09536237698841933	0.11315201228654236	0	0	0	0.10786220608463024	0	0.0029722289259958043	0.03	0.2073311920138418	1.0134168013908873
13004717-TT-R	0.036614893301842914	0.0042430038294877905	0.033300661839610765	0.1611493513828431	0	0.09922268907527973	0.09221684502534312	0.0828501389668817	0.030171691701532055	0	0	0.03343920045183289	0	0.036609313035669284	0.10892945912969185	0.2118568412925976	0.006503523787899991	0	0	0.033721407227033366	0.0006	0.028521469340737102	0.07	0.11541237981034924	1.041123779345356
13004746-TT-R	0.03703678587060153	0	0.029025083064082517	0.03403243677775122	0	0.11143644365498216	0	0.007433899608340478	0.033440537096300946	0	0.003778537295070778	0.007358028114335218	0	0.2850949114370558	0.06363867339009235	0.2824314325569695	0	0	0	0.08368137666230323	0	0.02161185447211429	0.1	0.07711157668092926	1.07778657774115
13004868-TT-R	0.036953202203553054	0	0.0406396719934793	0.10407318882583784	0	0.19362958073767197	0	0.031753247647779655	0.11369957470039715	0	0.02521452073590191	0	0.0042627291950071535	0.05284524273718057	0.1007675982703563	0.1730257831513268	0.047040075304038045	0	0	0.06721309656406288	0	0.008882487933407342	0.07	0.1019298707610008	1.0467129433240892
13005070-TT-R	0.0053023821844162215	0.0291978085863791	0.02031963234574834	0.0649983101825528	0	0.061884943512516236	0.018080474957765415	0.013962524224914476	0.0324984603676302	0	0.036930184884956564	0	0.01758661448712609	0.08538764419936927	0.0015505959143060387	0.465667412154471	0.010255931927466528	0	0	0.12503331521404554	0	0.01134376485633615	0.1	0.07583754417773579	1.0703962154450632
13005327-TT-R	0	0.036129553017545266	0.026947485994395427	0.10641990675184994	0	0.1707386656439417	0	0.09305690175482143	0.04836664890468595	0	0	0.008578782284324075	0	0.09936834254166708	0.046082734451174646	0.22506534671084857	0.03091966195646839	0	0	0.0902570167306956	0.01806895325758195	0	0.06	0.14455302439295933	1.027607819992715
13005375-TT-R	0.017638036831596718	0	0.033418308671113735	0.041244142387506524	0	0.08440018191649923	0	0.008135358568323741	0.023742721515175598	0	0.016317404144344478	0	0	0.4605542521236942	0.014820452587752173	0.231992030880287	0	0	0	0.015588235801723051	0.022223262853071805	0.02992561171891173	0.07	0.1151102854433701	1.0907485492770745
13005389-TT-R	0.0004	0.024520464890046882	0.035549941433571944	0.065350247147397	0	0.1540711406437903	0	0.021656369471196042	0.04689820084628913	0	0.026154520846630995	0	0	0.2073072749019848	0.06169206996798071	0.17296920450140185	0	0	0	0.15822627336205206	0	0.02517274227234935	0.1	0.08174183024779427	1.0614135143215246
13005420-TT-R	0.021926049019984125	0.0017377121190311625	0.0007	0.03803504700644378	0	0.10340839591960681	0.01730677998840435	0.03441668788760044	0	0	0.06907404243141131	0	0.0172613711442758	0.21195140786008018	0.01925596714763048	0.09050697894202771	0.005059380606373711	0	0	0.24827881054772588	0.006131556332001515	0.11490040870254001	0.07	0.0994979773965225	1.0727754131726888
13005614-TT-R	0.06361328575937987	0	0.012095558741047532	0.07060628728708004	0	0.11220054057512859	0	0.04147696247420316	0.009385732621473986	0	0	0.028940202827950262	0	0.10146629014340493	0.1318537647887075	0.2549462594797343	0.007313798348536692	0	0	0.06087362260422466	0	0.10519457444276602	0.08	0.09813561645462834	1.0538735425032006
13005639-TT-R	0.053496818024297274	0	0.020235097905817918	0.2086160802437068	0	0.15262872729961763	0.011617837387192794	0.07506103197653817	0.03922784029404676	0	0.010948107426955105	0.009957637608513672	0.027034037914193947	0.05656546942403771	0.07325140171327038	0.16919004165015433	0.01468256188262767	0	0	0.07748730924902987	0	0	0.07	0.1126646389968118	1.0457438340250682
13005661-TT-R	0.044887571934255174	0	0.040357128364414026	0.0966145452711388	0	0.2568561153834415	0	0.05668093431892497	0.019192979298756997	0	0	0.011132552036143098	0	0.0958736452885226	0.04021522108587041	0.25461562432308565	0.03520901065343182	0	0	0.007819502812736048	0.009677621425396268	0.03086754780388263	0.07	0.13777109403681137	1.0316100089727223
13005819-TT-R	0.038841520989109826	0	0.011493772822585535	0.19039699160920537	0	0.06241962728929211	0.007026966393314648	0.08964223159942154	0.029874063635265485	0	0	0.05696893316356358	0.0050052301660340505	0.07069345822619388	0.12319634821075988	0.2821578577403238	0.014798059738478265	0	0.003207686140332373	0.01427725227611965	0	0	0.1	0.08349036543387782	1.062600201186252
13005825-TT-R	0.0319933622500957	0	0.029615363680760228	0.08575541951876452	0	0.1052649659472314	0.002162691082499854	0.04645021773223748	0.04605320914633026	0	0.06337071306062776	0	0	0.26253077086872134	0.08129990999469368	0.13413007825186218	0	0	0	0.10144595814669705	0	0.009927340319478556	0.1	0.07740496083459128	1.0646980480740396
13005875-TT-R	0.009423377299445104	0.013779328809875133	0.04848590546910302	0.06468376205028985	0	0.19093248760665432	0.038155917585713454	0.020296363086253606	0.022697607581813394	0	0.05027569428907128	0	0	0.25769636023845444	0.05331019149358264	0.13482943217741147	0.006700210866528858	0	0	0.08873336144580349	0	0	0.07	0.11895844062807832	1.0432453200966658
13005930-TT-R	0.005593164118548062	0.0025210336063943134	0.05553036936551317	0.023218446804921113	0	0.20477625801870855	0	0.013589697184496815	0.0606493954611898	0	0.005792902251258253	0.0025350265729420954	0	0.29126356157614924	0.05194863310697063	0.13758512855891208	0.011596082552996692	0	0	0.12748196963513628	0	0.005918331185862905	0.07	0.1086103167784411	1.0558487732632513
13005989-TT-R	0.030887058695547073	0	0.015283774801766145	0.028572455321313823	0	0.17121767910187638	0	0.014330436199407885	0	0	0.017335913304783724	0.0011159347445453005	0	0.06778245714452755	0.11079009394486598	0.13666752998951376	0.016689334425416338	0	0	0.22084111001103687	0	0.1684862223153991	0.08	0.09146669568205539	1.0698322502215047
13005996-TT-R	0.06349385579171143	0	0.03441408678874889	0.19330036972190906	0	0.10200984850406904	0.03711433093318171	0.05583542249663316	0.009187091427757739	0	0.03058250583081368	0.06042201864625189	0.0007	0.062459788097972875	0.10502313619206233	0.16945024209879397	0	0.006012902637007242	0	0.034369153372636754	0	0.03564802763327626	0.06	0.14375713269759974	1.0341976605139163
13005999-TT-R	0.023212906681541225	0.014777654351320856	0.057663526094637554	0.10736656918630733	0	0.28573083943381816	0.029562390072116685	0.046352019871083686	0.09534584211294357	0	0.035458952412207916	0	0	0.08955523725641278	0.03800186979578384	0.1062516631326298	0	0	0	0.06835019446284354	0	0.002370335136353072	0.07	0.12255194580339197	1.0481288865934155
13006005-TT-R	0.018317940213353184	0.005333595199322897	0.020923386508483004	0.09564901991633204	0	0.06275775771113727	0.004921881925134183	0.034584954487127964	0.015262923880836072	0	0	0.038420732534529364	0	0.2527403191050859	0.08540095926820167	0.2261853705832197	0	0	0	0.12169092253840444	0	0.017810236128832424	0.17	0.05587476869488735	1.0830234615366576
13006010-TT-R	0.02700505798909475	0.0078302656142201	0.011931729073099251	0.016483936527020255	0	0.1270089767579285	0	0	0.03706381507113699	0	0.007768321688721924	0	0	0.1364007019873116	0.01806743236006134	0.2954700622859913	0.11529838233483795	0.037103371348920076	0	0.06606310273130252	0.01722109573331815	0.07928374849703518	0.06	0.15147463137583314	1.029028873870233
13006016-TT-R	0.047319998969557193	0	0.011271738374663358	0.03203298708220501	0	0.06460235072420532	0	0.03246281417521476	0.047813755846219046	0	0.029218752743694044	0	0	0.30970088829212045	0.02781802349189103	0.17143024993839837	0	0	0	0.19373032258371004	0	0.03259811777812138	0.09	0.08939440778639028	1.0784975473342957
13006026-TT-R	0.008898244431685874	0.006791701258394509	0.01724717241072588	0.09187343484174207	0	0.18054685075498064	0	0.026569929181293476	0.0195193690999849	0	0.005487680523841466	0.0355621208522088	0.0156413731775351	0.07437102893530494	0.09261102017874188	0.3020005130452566	0.009969417345722802	0	0	0.08407720772139493	0.0007	0.028159875625694053	0.19	0.0484351452589822	1.0700045548035104
13006088-TT-R	0.02191857782055147	0.01700403861053325	0.034003823873503834	0.12632505771606642	0	0.23316038906773656	0.021158165331996947	0.05387499756508282	0.04572383273612831	0	0.016240682343546253	0.01944073296428316	0.016771114482486024	0.0986788111767305	0.05653189121084238	0.17541131837509963	0.014560645584750885	0	0.005155231391498579	0.03798444664259909	0.006056243106563838	0	0.07	0.10503908730091571	1.046493076621662
13006169-TT-R	0.007628317809301172	0.01011551241558434	0.01818357820128057	0.0462755957718992	0	0.14427918224779504	0	0.033121408284060495	0.024102540919666376	0	0	0.04448663197213143	0	0.15867144513866444	0.10218578745134135	0.23914806282514986	0.028385144742180367	0	0	0.08165894879675659	0.03267970950077351	0.029078133923415288	0.07	0.12705655584540843	1.0393866665391636
13006206-TT-R	0.05555403787038186	0	0.036341277014314444	0.07401679387630444	0	0.11322605412133385	0.017110389651333578	0.021451531506514396	0.04825129582842463	0	0	0	0	0.15770395184572006	0.01653346830351723	0.389437665607035	0.018066470629840112	0.002827208565715826	0.03959139259850871	0	0	0.009888462581055822	0.07	0.12950674053066574	1.0397041907514872
13006246-TT-R	0.026856940055307442	0	0.03348397520065852	0.0271469792721355	0	0.1431839597456515	0	0.0435738122920471	0.015880851911512187	0	0.009356076981083723	0	0	0.11190291353410445	0.0382786347277059	0.1982842911497257	0	0.011633703085918528	0	0.2948525654409066	0.00592593836785064	0.039639358235392226	0.06	0.14350235475179607	1.0488776170016698
