Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Pearson Correlation	RMSE
13002327-TT-R	0	0.0025552915528792557	0.04324404308977231	0.026572844718696892	0	0.14404943412036958	0	0.02320075981695026	0	0	0.00710684889751481	0.020226131423026227	0	0.04033482443846829	0.04383001797122664	0.10138884197946582	0	0.012999340918196262	0	0.4677841773930804	0	0.06670744368035326	0.2	0.040080447726245354	1.1568218154901477
13002461-TT-R	0	0.005110564252171731	0.06466701888250802	0.20264850359050898	0	0.2798542399464313	0	0.056085478273254906	0.05890499686484042	0.013168144199729106	0	0	0	0	0.007126013016721198	0.20134095117875936	0.01369346184279816	0.009086112679800801	0	0.08831451527247602	0	0	0.07	0.12300897248451173	1.0545836201003878
13002506-TT-R	0.00233748418852668	0.018762319314165124	0	0	0	0.2219354830181936	0	0.02323255370809542	0.017838774891533307	0	0	0.024826168340784313	0.011172170751681545	0.03878414600124588	0	0.41035471238900323	0	0.07586532640967093	0	0.1320594599817917	0.00108616003530857	0.021745240969999694	0.1	0.07934394083574084	1.061995132251382
13003423-TT-R	0	0.018938787541751715	0.04386825179710967	0.024389278559128116	0	0.14078697333393583	0.017915418982986847	0	0.03188055928913086	0	0	0.02831247514217212	0	0.19240392777169166	0.07878929309443934	0.36526527454410396	0	0	0	0.027589724856107976	0	0.02986003508744188	0.07	0.10953426990697153	1.055354998092081
13003457-TT-R	0.05747919997611421	0	0.017293643435377492	0.08869667130772212	0	0.12365463478986026	0.008435864020880916	0.03083175851767432	0.04006298975504986	0	0.033852632340394186	0	0	0.15605244072231717	0.09008892671054021	0.27224521730984463	0.010102067015879686	0	0	0.06823853452553381	0.002965419572811145	0	0.08	0.09490156201006349	1.0507683455947407
13003473-TT-R	0	0.01678453812971515	0.04375972414309201	0.1762823030138443	0	0.12614669681377066	0.10003502106939786	0.02620057802865771	0.0004	0	0.004694344562773403	0	0.012994092936607988	0.10031497530794335	0.021264454902935413	0.1925138031561532	0.06315242254731511	0	0	0.05325764730170465	0.062155543158089264	0	0.07	0.1037429600467269	1.0357129950451534
13003494-TT-R	0.003551702907463267	0.007710782623292743	0.04125586502804932	0.14169984396651	0	0.22897743091040676	0.0025285414106264656	0.08252559208757607	0.030746719221658756	0	0	0.031342213953581506	0.00992822416149385	0.0869199607100437	0.06076241088077132	0.15593090938974202	0.08486947844578428	0	0.008802058683870384	0	0.022448265619129503	0	0.08	0.09569891586444404	1.0510964582539912
13003536-TT-R	0.0346162984206415	0	0.17449031955880892	0.09541848611067688	0	0.24161140919342708	0	0.027556012385209806	0.060372853782189685	0	0.00583865363613011	0.007605114581440031	0.010711903380764191	0.009366356296333745	0.042039592430426265	0.16493727689492607	0.06182758082925316	0	0	0.03434743831091574	0.0199793817162354	0.009281322472621407	0.01	0.29354694562612016	0.9674706835573282
13003561-TT-R	0.11259342732227318	0	0.0999543668497129	0.04937085300646558	0	0.24365393905583202	0	0.04582681662618646	0.08429606101388129	0	0	0.009723482844532956	0	0.09123206035520703	0.03724504518240984	0.16699934747906753	0	0.015786444721644987	0	0.029363921113163577	0	0.01395423442962267	0.02	0.26892786985539874	0.9777915117471399
13003601-TT-R	0.014753296338704857	0.0009	0.04391736923208205	0.048854594447475634	0	0.2015154305507867	0	0.009988215772375984	0.06370287216698639	0	0	0.014423534001196881	0	0.2608941778283356	0.043195327920922115	0.12607185800831153	0.035945529382437565	0	0.10121275157433596	0.022326710221492733	0	0.012270901556160934	0.09	0.08979131062522769	1.051138630570925
13003621-TT-R	0.07045711924659212	0	0.10593338284423456	0.0863313589745719	0	0.12799972623615824	0.03492083567154753	0.0022664883786894284	0.04301280616344889	0	0.06447507625631925	0	0	0.0650812692389195	0.03522838698539956	0.22564216068898518	0.04908106095178936	0	0.032504695363536555	0.04339795393339496	0	0.013667679066412934	0.03	0.2643341933245616	0.972852661418164
13003660-TT-R	0.015782594177486446	0	0	0.14510638543564758	0	0.10654990765489498	0	0.053940080628095646	0.07752611216864659	0	0	0.017473346572282035	0.01529733793909307	0.034123473526448435	0.07060782284861418	0.3505228035027742	0.03437574064995524	0	0	0.031685062566427724	0.04700933232963372	0	0.07	0.1051870918285747	1.0463362176743272
13003724-TT-R	0.08461708743733111	0	0.036916583412855614	0.14646900500982193	0	0.2824397286379431	0.022722554501544066	0.04591123020570281	0.04362452404423347	0	0	0.010267926366375923	0.01818639051463763	0.009609021278466275	0.054862373917727074	0.13324028810604557	0.0005	0	0	0.10158964197655473	0	0.009044240489885847	0.06	0.14411923662675696	1.0371639416633933
13003758-TT-R	0.003455594182874293	0.01387036379250631	0.0734911410293837	0.17924135520914014	0	0	0.07020112860211304	0.02950452077312591	0.031441391312173765	0	0	0.009424018728737457	0.015456812118061894	0.2977353493657898	0.036898209676022115	0.15415979462454485	0.010094758376541644	0	0	0.07502556220898506	0	0	0.06	0.15153054309531672	1.0329884890390937
13003772-TT-R	0	0.04694995522785827	0.0003	0.05274861924649801	0	0.09132388454786042	0	0.031789324517798874	0.025292540031374267	0	0	0.017786677159446557	0	0.16300276456468923	0.03456682482259647	0.2957287343707192	0	0.05458149639674933	0.059245773965478955	0.054655545146941056	0	0.07205407000383472	0.03	0.2317036984725134	0.9931934195057278
13003773-TT-R	0	0.037199115416194445	0.026421136601670652	0.12881015509315558	0	0.09924969370440663	0.001	0.04933663020865346	0.016280639258842294	0	0	0	0.03684356633695205	0	0.044872600366776094	0.36850983021371975	0.033738722756024055	0.0127096168469924	0	0.09843086710702616	0.04660994539153398	0	0.07	0.10096090770799329	1.0414782832139038
13003923-TT-R	0.0002	0.005418843814627962	0.06737563796418518	0.13141822513540108	0	0.26299415579461205	0.016579718023447692	0.03416648865467415	0.02247197853393252	0	0.05857301342527354	0	0.0001	0.05673691687057868	0.02515163857288158	0.09433287081297843	0	0.02516499954753056	0	0.1484669131920319	0.026143114325134616	0.024673643654367482	0.07	0.10914193921941702	1.0488483009528562
13003954-TT-R	0.013790278866691921	0.037114345555028176	0.040104630155301565	0.14801293711283095	0	0.21858027288457202	0	0.029225888700190515	0.021658234488784907	0	0.03411938757159547	0	0.031213534311865684	0.03350286853177048	0.045474458519940884	0.2302598154788006	0.06243810328583011	0	0.05383329919205597	0	0.0007	0	0.06	0.14188984838124521	1.02404551315877
13004000-TT-R	0.02907734042081087	0.0015127436854560736	0	0.05235175783719706	0	0.050427749230351704	0.08181773490633587	0.0016187941722346018	0.048708146889302646	0	0.08456624455425132	0	0	0.3842767792275006	0.026734429557127744	0.14511830402425333	0	0	0	0.09378997549517822	0	0	0.07	0.09953071741231106	1.0728479479564712
13004134-TT-R	0	0.023716842662734113	0.02995646960904355	0.09114143923392938	0	0.14082589647974209	0.0016502866116044881	0.03716113750940463	0.016050964265031265	0	0.01896014350506729	0.03581316522493389	0.009022667669331573	0.19108559389929983	0.1451212428851078	0.10767735095772792	0	0.0007	0	0.1309792339364421	0	0.020147871325337817	0.1	0.07936785177089893	1.069401988964999
